Oc,media_erro,var_Erro,desvio_padrao_erro
0,0.0005216563021908806,26.00633438338361,5.099640613159285
10,0.22978711980621686,186.91639035262966,13.671736917913162
20,0.4591305132212752,342.01223861922733,18.49357290031397
30,0.689539859947665,487.8879247206091,22.088185183953186
40,0.9194227654627197,626.1407205071159,25.022804009685164
50,1.1502056606074238,756.4989169993656,27.504525391276353
60,1.3809825986808126,881.6682306488083,29.692898656897885
70,1.6116443089857513,998.6035860446665,31.600689645080003
80,1.8409803747150273,1109.333340900077,33.30665610505019
90,2.0714197789878646,1210.6246196612974,34.7940313798401
100,2.3007861397584444,1304.0561218164044,36.11171723715731
